JOB CODE,Compensation Grade,MIN,MID,MAX,FLSA,Job Class ID
71415,A00,$0.00,$0.00,$0.00,EXEMPT,P06
71416,A00,$0.00,$0.00,$0.00,EXEMPT,P06
71417,A00,$0.00,$0.00,$0.00,EXEMPT,P06
60012,A01,$40.13,$50.16,$60.19,NON-EXEMPT,P06
71580,A01,$40.13,$50.16,$60.19,EXEMPT,P06
71400,A02,$42.13,$52.67,$63.20,EXEMPT,P06
71404,A02,$42.13,$52.67,$63.20,EXEMPT,P06
71405,A02,$42.13,$52.67,$63.20,EXEMPT,P06
71406,A02,$42.13,$52.67,$63.20,EXEMPT,P06
71420,A02,$42.13,$52.67,$63.20,NON-EXEMPT,P06
71421,A02,$42.13,$52.67,$63.20,NON-EXEMPT,P06
71424,A02,$42.13,$52.67,$63.20,NON-EXEMPT,P06
71464,A02,$42.13,$52.67,$63.20,EXEMPT,P06
71465,A02,$42.13,$52.67,$63.20,EXEMPT,P06
71409,A03,$44.14,$55.18,$66.21,EXEMPT,P06
71407,A04,$46.35,$57.94,$69.53,EXEMPT,P06
71408,A04,$46.35,$57.94,$69.53,EXEMPT,P65
71412,A04,$46.35,$57.94,$69.53,EXEMPT,P62
71422,A04,$46.35,$57.94,$69.53,NON-EXEMPT,P65
71423,A04,$46.35,$57.94,$69.53,NON-EXEMPT,P62
71425,A04,$46.35,$57.94,$69.53,NON-EXEMPT,P06
71469,A04,$46.35,$57.94,$69.53,EXEMPT,P06
51588,A05,$48.55,$60.69,$72.83,EXEMPT,SA1
71414,A05,$48.55,$60.69,$72.83,EXEMPT,P66
71584,A05,$48.55,$60.69,$72.83,EXEMPT,P64
71585,A05,$48.55,$60.69,$72.83,EXEMPT,P64
71592,A05,$48.55,$60.69,$72.83,EXEMPT,P06
71593,A05,$48.55,$60.69,$72.83,EXEMPT,P06
71495,A08,$56.21,$70.26,$84.31,EXEMPT,P06
71411,A09,$59.02,$73.77,$88.53,EXEMPT,P61
71579,A09,$59.02,$73.77,$88.53,EXEMPT,P06
71413,A11,$65.07,$81.34,$97.60,EXEMPT,P61
60204,C06,$17.10,$22.24,$27.36,NON-EXEMPT,P46
60704,C06,$17.10,$22.24,$27.36,NON-EXEMPT,P46
60776,C07,$17.96,$23.35,$28.73,NON-EXEMPT,P46
60821,C09,$19.80,$25.74,$31.68,NON-EXEMPT,P46
69000,C09,$19.80,$25.74,$31.68,EXEMPT,P07
50775,C12,$22.92,$29.80,$36.67,NON-EXEMPT,SP1
60900,C13,$24.07,$31.29,$38.51,NON-EXEMPT,P08
60997,C13,$24.07,$31.29,$38.51,NON-EXEMPT,P08
68331,C13,$24.07,$31.29,$38.51,EXEMPT,P08
68334,C13,$24.07,$31.29,$38.51,NON-EXEMPT,P08
60453,C14,$25.27,$32.85,$40.43,NON-EXEMPT,P08
60977,C14,$25.27,$32.85,$40.43,NON-EXEMPT,P07
68267,C14,$25.27,$32.85,$40.43,NON-EXEMPT,P08
51385,C15,$26.53,$34.49,$42.45,NON-EXEMPT,SR1
60111,C15,$26.53,$34.49,$42.45,NON-EXEMPT,P08
60211,C15,$26.53,$34.49,$42.45,NON-EXEMPT,P08
60917,C15,$26.53,$34.49,$42.45,NON-EXEMPT,P08
60954,C15,$26.53,$34.49,$42.45,NON-EXEMPT,P08
61566,C15,$26.53,$34.49,$42.45,NON-EXEMPT,P46
60215,C16,$27.86,$36.22,$44.58,NON-EXEMPT,P08
60937,C16,$27.86,$36.22,$44.58,NON-EXEMPT,P08
61557,C16,$27.86,$36.22,$44.58,NON-EXEMPT,N29
61564,C16,$27.86,$36.22,$44.58,NON-EXEMPT,N29
61765,C16,$27.86,$36.22,$44.58,NON-EXEMPT,P08
64917,C16,$27.86,$36.22,$44.58,NON-EXEMPT,P08
69002,C16,$27.86,$36.22,$44.58,EXEMPT,P07
68266,C17,$29.25,$38.03,$46.80,NON-EXEMPT,P08
69132,C17,$29.25,$38.03,$46.80,NON-EXEMPT,P07
51189,C18,$30.72,$39.93,$49.15,NON-EXEMPT,SP1
51190,C18,$30.72,$39.93,$49.15,NON-EXEMPT,SP1
54924,C18,$30.72,$39.93,$49.15,EXEMPT,SP1
60109,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
60112,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
60114,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
60209,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
60212,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
60214,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
60216,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P07
60217,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P07
60722,C18,$30.72,$39.93,$49.15,EXEMPT,P08
60919,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
60921,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
60923,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
60928,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
60984,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P07
60985,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P07
61025,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P07
61026,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P07
61027,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P07
61064,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
61134,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
61625,C18,$30.72,$39.93,$49.15,NON-EXEMPT,N29
61725,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P07
61836,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P07
61921,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
68918,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
68919,C18,$30.72,$39.93,$49.15,NON-EXEMPT,P08
51305,C19,$32.25,$41.93,$51.60,NON-EXEMPT,SP1
51334,C19,$32.25,$41.93,$51.60,EXEMPT,SP1
60113,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P08
60213,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P08
60218,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P07
60226,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P07
60374,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P07
60915,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P07
60924,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P08
60930,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P08
61004,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P09
61136,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P07
61690,C19,$32.25,$41.93,$51.60,EXEMPT,P22
62602,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P09
62930,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P08
64919,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P08
64921,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P08
64923,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P08
64928,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P08
64937,C19,$32.25,$41.93,$51.60,NON-EXEMPT,P08
51670,C20,$33.86,$44.02,$54.18,EXEMPT,SP1
60224,C20,$33.86,$44.02,$54.18,NON-EXEMPT,P07
60225,C20,$33.86,$44.02,$54.18,NON-EXEMPT,P07
60376,C20,$33.86,$44.02,$54.18,EXEMPT,P46
60459,C20,$33.86,$44.02,$54.18,NON-EXEMPT,P09
60995,C20,$33.86,$44.02,$54.18,NON-EXEMPT,P07
60996,C20,$33.86,$44.02,$54.18,NON-EXEMPT,P07
61288,C20,$33.86,$44.02,$54.18,NON-EXEMPT,P07
64924,C20,$33.86,$44.02,$54.18,NON-EXEMPT,P08
63176,C21,$35.56,$46.23,$56.90,EXEMPT,P07
51727,C22,$37.34,$48.54,$59.74,NON-EXEMPT,SP1
61323,C22,$37.34,$48.54,$59.74,EXEMPT,P09
51697,C23,$39.20,$50.96,$62.76,NON-EXEMPT,SP1
51726,C23,$39.20,$50.96,$62.76,NON-EXEMPT,SP1
54925,C23,$39.20,$50.96,$62.76,EXEMPT,SP1
69113,C25,$43.22 ,$56.19 ,69.15,EXEMPT,P07
61465,C28,$50.03,$65.04,$80.05,EXEMPT,P09
62306,C28,$50.03,$65.04,$80.05,NON-EXEMPT,P09
90001,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CL1
90002,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90004,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90014,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CD2
90108,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSM
90174,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CL1
90316,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90421,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSV
90428,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSV
90429,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90437,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSV
90462,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSD
90471,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSV
90480,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90502,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSV
90507,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CD2
90509,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CN2
90534,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CN7
90539,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CP0
90540,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CN7
90601,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CN5
90602,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90619,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSV
90620,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSS
90675,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90701,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90704,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CN7
90710,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CP0
90724,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CL1
90730,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90741,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSD
90742,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSV
90743,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSV
90744,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSV
90745,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSV
90746,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSM
90781,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSV
90792,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CR6
90817,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90822,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CP1
90832,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSC
90834,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CP0
90838,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSS
90841,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90848,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSD
90878,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90909,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90917,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CP8
90921,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CP8
90923,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CP8
90924,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
90995,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CP7
91005,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CP6
91025,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CP7
91042,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSM
91070,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CR6
91071,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CEI
91136,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CP8
91151,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CR6
91201,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91202,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91216,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91238,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91250,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSC
91271,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91297,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSC
91314,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSM
91338,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSV
91371,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CEI
91399,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91408,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CR1
91420,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CR6
91439,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CM2
91465,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91503,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91518,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91527,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSD
91547,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CD1
91559,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSM
91562,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91616,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSM
91626,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CD2
91643,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91647,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CD1
91652,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91701,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91710,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91764,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91790,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91816,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CD2
91822,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91858,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
91904,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSC
92010,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CM7
92892,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
96000,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSC
96001,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CSC
96002,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CP4
98266,CNT,$0.00,$0.00,$0.00,NON-EXEMPT,CNT
10001,E01,$0.00,$0.00,$0.00,EXEMPT,PR1
10015,E01,$0.00,$0.00,$0.00,EXEMPT,PR2
10016,E01,$0.00,$0.00,$0.00,EXEMPT,PR2
10017,E01,$0.00,$0.00,$0.00,EXEMPT,PR2
10021,E01,$0.00,$0.00,$0.00,EXEMPT,PR2
10023,E01,$0.00,$0.00,$0.00,EXEMPT,PR2
18005,E01,$0.00,$0.00,$0.00,EXEMPT,PR2
20002,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20011,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20012,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20013,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20014,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20017,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20018,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20019,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20020,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20022,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20024,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20026,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20027,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20029,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20031,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20032,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20033,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20034,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20035,E01,$0.00,$0.00,$0.00,EXEMPT,V02
20036,E01,$0.00,$0.00,$0.00,EXEMPT,V01
20037,E01,$0.00,$0.00,$0.00,EXEMPT,V01
21775,E01,$0.00,$0.00,$0.00,EXEMPT,V01
21832,E01,$0.00,$0.00,$0.00,EXEMPT,V01
22030,E01,$0.00,$0.00,$0.00,EXEMPT,V01
28004,E01,$0.00,$0.00,$0.00,EXEMPT,V01
28006,E01,$0.00,$0.00,$0.00,EXEMPT,V01
72000,E01,$0.00,$0.00,$0.00,EXEMPT,P15
72001,E01,$0.00,$0.00,$0.00,EXEMPT,P15
72003,E01,$0.00,$0.00,$0.00,EXEMPT,P44
72007,E01,$0.00,$0.00,$0.00,EXEMPT,D06
72010,E01,$0.00,$0.00,$0.00,EXEMPT,MP
72011,E01,$0.00,$0.00,$0.00,EXEMPT,P15
72013,E01,$0.00,$0.00,$0.00,EXEMPT,D06
72014,E01,$0.00,$0.00,$0.00,EXEMPT,MP
72015,E01,$0.00,$0.00,$0.00,EXEMPT,MP
72016,E01,$0.00,$0.00,$0.00,EXEMPT,MP
64450,I04,$18.45,$22.87,$30.44,NON-EXEMPT,N10
60584,I08,$22.42,$27.80,$37.00,NON-EXEMPT,N10
60585,I10,$24.72,$30.65,$40.79,NON-EXEMPT,N10
60393,I11,$25.96,$32.19,$42.83,NON-EXEMPT,N10
60574,I12,$27.26,$33.80,$44.97,EXEMPT,N10
61298,I12,$27.26,$33.80,$44.97,NON-EXEMPT,N10
51164,I13,$28.62,$35.49,$47.22,EXEMPT,S01
60845,I13,$28.62,$35.49,$47.22,EXEMPT,N02
60590,I14,$30.86 ,$38.28 ,$50.94 ,EXEMPT,N10
61287,I14,$30.86 ,$38.28 ,$50.94 ,EXEMPT,N10
61518,I14,$30.86 ,$38.28 ,$50.94 ,EXEMPT,N10
61626,I14,$30.86 ,$38.28 ,$50.94 ,EXEMPT,N10
61637,I14,$30.86 ,$38.28 ,$50.94 ,EXEMPT,N10
61851,I14,$30.86 ,$38.28 ,$50.94 ,NON-EXEMPT,N14
61858,I14,$30.86 ,$38.28 ,$50.94 ,EXEMPT,N10
63347,I14,$30.86 ,$38.28 ,$50.94 ,EXEMPT,N10
61814,I15,$32.40 ,$40.19 ,$53.45 ,EXEMPT,N10
61291,I16,$33.10,$41.08,$54.66,NON-EXEMPT,N10
63341,I16,$33.10,$41.08,$54.66,EXEMPT,N10
63348,I16,$33.10,$41.08,$54.66,EXEMPT,N10
60602,I17,$34.79,$43.13,$57.40,EXEMPT,N10
61393,I17,$34.79,$43.13,$57.40,EXEMPT,N10
61491,I17,$34.79,$43.13,$57.40,EXEMPT,N10
61850,I17,$34.79,$43.13,$57.40,EXEMPT,N10
61486,I18,$36.52,$45.29,$60.27,EXEMPT,N10
61523,I18,$36.52,$45.29,$60.27,EXEMPT,N10
61630,I18,$36.52,$45.29,$60.27,EXEMPT,N10
61640,I18,$36.52,$45.29,$60.27,EXEMPT,N10
61676,I18,$36.52,$45.29,$60.27,EXEMPT,N10
63349,I18,$36.52,$45.29,$60.27,EXEMPT,N10
63358,I18,$36.52,$45.29,$60.27,EXEMPT,N10
60639,I19,$38.35,$47.55,$63.28,EXEMPT,N10
61394,I19,$38.35,$47.55,$63.28,EXEMPT,N10
61397,I19,$38.35,$47.55,$63.28,EXEMPT,N10
61489,I19,$38.35,$47.55,$63.28,EXEMPT,N10
61490,I19,$38.35,$47.55,$63.28,EXEMPT,N10
61627,I19,$38.35,$47.55,$63.28,EXEMPT,N10
61658,I19,$38.35,$47.55,$63.28,EXEMPT,N10
65573,I19,$38.35,$47.55,$63.28,EXEMPT,N10
60394,I20,$40.27,$49.93,$66.44,EXEMPT,N10
61487,I20,$40.27,$49.93,$66.44,EXEMPT,N10
61505,I20,$40.27,$49.93,$66.44,EXEMPT,N10
61525,I20,$40.27,$49.93,$66.44,EXEMPT,N10
61631,I20,$40.27,$49.93,$66.44,EXEMPT,N10
61638,I20,$40.27,$49.93,$66.44,EXEMPT,N10
61641,I20,$40.27,$49.93,$66.44,EXEMPT,N10
61642,I20,$40.27,$49.93,$66.44,EXEMPT,N10
61698,I20,$40.27,$49.93,$66.44,EXEMPT,N10
61794,I20,$40.27,$49.93,$66.44,EXEMPT,N10
61863,I20,$40.27,$49.93,$66.44,EXEMPT,N10
65574,I20,$40.27,$49.93,$66.44,EXEMPT,N10
61396,I21,$42.33,$52.49,$69.85,EXEMPT,N10
61522,I21,$42.33,$52.49,$69.85,EXEMPT,N10
61617,I21,$42.33,$52.49,$69.85,EXEMPT,N10
61628,I21,$42.33,$52.49,$69.85,EXEMPT,N10
61659,I21,$42.33,$52.49,$69.85,EXEMPT,N10
61735,I21,$42.33,$52.49,$69.85,EXEMPT,N10
63343,I21,$42.33,$52.49,$69.85,EXEMPT,N10
63346,I21,$42.33,$52.49,$69.85,EXEMPT,N10
61521,I22,$44.40,$55.05,$73.25,EXEMPT,N10
61524,I22,$44.40,$55.05,$73.25,EXEMPT,N10
61764,I22,$44.40,$55.05,$73.25,EXEMPT,N10
61815,I22,$44.40,$55.05,$73.25,EXEMPT,N10
63338,I22,$44.40,$55.05,$73.25,EXEMPT,N10
63342,I22,$44.40,$55.05,$73.25,EXEMPT,N10
61493,I23,$46.62,$57.80,$76.92,EXEMPT,N10
61520,I23,$46.62,$57.80,$76.92,EXEMPT,N10
61629,I23,$46.62,$57.80,$76.92,EXEMPT,N10
61632,I23,$46.62,$57.80,$76.92,EXEMPT,N10
61745,I23,$46.62,$57.80,$76.92,EXEMPT,N10
63344,I23,$46.62,$57.80,$76.92,EXEMPT,N10
63440,I23,$46.62,$57.80,$76.92,EXEMPT,N10
54929,I24,$48.95,$60.69,$80.76,EXEMPT,S01
61528,I24,$48.95,$60.69,$80.76,EXEMPT,N10
61646,I24,$48.95,$60.69,$80.76,EXEMPT,N10
63345,I24,$48.95,$60.69,$80.76,EXEMPT,N10
61737,I25,$51.39,$63.72,$84.79,EXEMPT,N10
30000,M01,,,,NON-EXEMPT,D01
41205,M04,$27.61,$34.52,$41.42,EXEMPT,M01
48330,M04,$27.61,$34.52,$41.42,EXEMPT,M01
49106,M04,$27.61,$34.52,$41.42,EXEMPT,M01
41893,M05,$29.82,$37.28,$44.73,EXEMPT,M01
48278,M05,$29.82,$37.28,$44.73,EXEMPT,M01
48340,M05,$29.82,$37.28,$44.73,EXEMPT,M01
41406,M06,$32.21,$40.26,$48.31,EXEMPT,M01
41409,M06,$32.21,$40.26,$48.31,EXEMPT,M01
41626,M06,$32.21,$40.26,$48.31,EXEMPT,M01
41688,M06,$32.21,$40.26,$48.31,EXEMPT,M01
41694,M06,$32.21,$40.26,$48.31,EXEMPT,M01
41755,M06,$32.21,$40.26,$48.31,EXEMPT,M01
41887,M06,$32.21,$40.26,$48.31,EXEMPT,M01
41889,M06,$32.21,$40.26,$48.31,EXEMPT,M01
48227,M06,$32.21,$40.26,$48.31,EXEMPT,M01
48350,M06,$32.21,$40.26,$48.31,EXEMPT,M01
49107,M06,$32.21,$40.26,$48.31,EXEMPT,M01
40065,M07,$34.78,$43.48,$52.18,EXEMPT,M01
40655,M07,$34.78,$43.48,$52.18,EXEMPT,M01
40886,M07,$34.78,$43.48,$52.18,EXEMPT,M01
40887,M07,$34.78,$43.48,$52.18,EXEMPT,M01
40888,M07,$34.78,$43.48,$52.18,EXEMPT,M01
41410,M07,$34.78,$43.48,$52.18,EXEMPT,M01
41427,M07,$34.78,$43.48,$52.18,EXEMPT,MP1
41515,M07,$34.78,$43.48,$52.18,EXEMPT,M01
41559,M07,$34.78,$43.48,$52.18,EXEMPT,M01
41629,M07,$34.78,$43.48,$52.18,EXEMPT,M01
41856,M07,$34.78,$43.48,$52.18,EXEMPT,M01
41886,M07,$34.78,$43.48,$52.18,EXEMPT,M01
41895,M07,$34.78,$43.48,$52.18,EXEMPT,MR1
48228,M07,$34.78,$43.48,$52.18,EXEMPT,M01
41401,M08,$37.57,$46.96,$56.35,EXEMPT,MP1
41439,M08,$37.57,$46.96,$56.35,EXEMPT,M01
41458,M08,$37.57,$46.96,$56.35,EXEMPT,MP1
41874,M08,$37.57,$46.96,$56.35,EXEMPT,M01
41883,M08,$37.57,$46.96,$56.35,EXEMPT,MP1
48249,M08,$37.57,$46.96,$56.35,EXEMPT,M01
48268,M08,$37.57,$46.96,$56.35,EXEMPT,M01
48309,M08,$37.57,$46.96,$56.35,EXEMPT,M01
48329,M08,$37.57,$46.96,$56.35,EXEMPT,M01
